Node,Degree Centrality,Betweenness Centrality,Closeness Centrality,Clustering Coefficient,Eigenvector Centrality
ZBD,0.08863245764792536,0.0004153762427179427,0.40914783483502376,0.3812655926663701,0.03179374626889511
TLH,0.0885096980112939,0.00024466619714212597,0.4055456681466543,0.3906806977258358,0.02968268818364828
BTA,0.0885096980112939,0.0002216067188754688,0.4124940410519053,0.43295641885994685,0.03256409099114808
DEE,0.08838693837466241,0.0017707095890939872,0.4213489334892274,0.26314376743263274,0.024209109795494642
TMR,0.08814141910139946,0.0010174028677067733,0.4218396262284558,0.3579945545019247,0.024806349255287095
KRNT,0.0878958998281365,0.0010136275376907782,0.4198173205711599,0.29085921060394504,0.020906087372518804
BER,0.0878958998281365,0.0008303981430050863,0.4517558038028207,0.28505187480827165,0.029329485808020205
PMR,0.08752762091824208,0.00024193580533293468,0.4054012503984208,0.3919421184366583,0.029329666190835317
YG,0.08740486128161061,0.0005528836910681947,0.41897856882659085,0.349905124094502,0.02094825789316947
BKI,0.08740486128161061,0.0010617052076962647,0.41324270789679307,0.26682607190741237,0.022612971589517517
DSS,0.08740486128161061,0.0003250515712691352,0.4008134181210018,0.3512960355156694,0.02284601996432844
JLD,0.08703658237171619,0.0008906006833876831,0.42197364993813913,0.32258504438231766,0.022471323824086877
BEA,0.08679106309845323,0.0001718615364068431,0.4136073275072278,0.45468263927275954,0.03289455210568515
DDN,0.08679106309845323,0.0003911538763465445,0.43262607921182183,0.35927115573185053,0.029635327572243773
PND,0.08666830346182175,0.0006007867956157993,0.4134571121241962,0.3218413363872545,0.02499438460272372
AMLA,0.08654554382519028,0.0005063607711465297,0.4291546329410177,0.38189602694695834,0.030978299795507806
RKB,0.08642278418855881,0.0016856905938679007,0.42936273594190505,0.2685894592934073,0.018481055986458963
GMR,0.08630002455192733,0.00022371730781265716,0.4217056876267004,0.43542936898552853,0.033037330046554826
LUNI,0.08630002455192733,0.001724486335878108,0.42903910730492933,0.2517130485530402,0.01876157809041069
JMT,0.08617726491529586,0.00037260975389558825,0.4202601191373145,0.40276305720494177,0.033501972424569454
DZA,0.08617726491529586,0.0006055262401830084,0.4313381531302711,0.37844784891883154,0.030406832376110502
VKI,0.08605450527866437,9.067507066529186e-05,0.3709777188716427,0.4320810849627608,0.014380601967042307
MNE,0.0859317456420329,0.0007349479897741111,0.4234985587012679,0.3524199522594452,0.0288385382341717
ANG,0.08580898600540142,0.0007929916775784112,0.441103308927364,0.3229785073197315,0.02736805420035181
MVLK,0.08556346673213848,0.0008346670765270031,0.4334496806680314,0.35397921432990503,0.023023152429550477
GDYA,0.085440707095507,0.0005047589543997553,0.4282551794433447,0.3905944181165516,0.03146112520727164
MABA,0.08519518782224404,0.0004482340934901747,0.4005515144047126,0.3620375960197348,0.021015229114476938
DPA,0.08519518782224404,0.0007372802351887005,0.4454926419433004,0.31487638605071855,0.024616004659424626
TBM,0.08507242818561257,0.0028089812859332,0.4263534524146251,0.2576894964125485,0.019158720445906344
MEX,0.08507242818561257,0.0005847512014806147,0.43035979797384877,0.38534788379790647,0.030273746313423625
PRR,0.08458138963908667,0.0012034229226268595,0.43768728396121037,0.3133247485114684,0.024955056709383822
KAN,0.08458138963908667,0.000261268964155521,0.40703710180211244,0.40284641107461683,0.02731294772128853
VDS,0.0844586300024552,0.00037913468710615815,0.4209483059046938,0.4153367906558544,0.0325515831286328
BHP,0.0844586300024552,0.0009206085120609174,0.43833731458095476,0.36340040318627975,0.02377608247846015
TET,0.0844586300024552,0.0008716778006831072,0.4120035352642828,0.30636657346472534,0.02243189254150772
AME,0.08433587036582371,0.000665355735896711,0.4450696665222987,0.3605116744154246,0.028080641329727884
BCH,0.08421311072919224,0.0006245458528369271,0.4238364205447164,0.3016750555207806,0.02362424394288084
DWR,0.08409035109256077,0.0018546092879489246,0.4294321484659028,0.2865056946432948,0.01827951345634832
OTP,0.08409035109256077,0.0008352903451190526,0.4201714847137909,0.34848882257585984,0.023050467190965387
CTO,0.08409035109256077,0.0007705276348206343,0.4285084894919481,0.3207416194934086,0.023996860469333345
TBT,0.08384483181929782,0.0004913414600802704,0.41049669701137165,0.3996198935355955,0.023873347431369075
LKE,0.08372207218266633,0.00035777456527491774,0.40292104252612787,0.36007988619903025,0.017866368478525848
TK,0.08359931254603487,0.001669776446644536,0.4221301186079965,0.27601245970390803,0.016661411333924347
AJI,0.0834765529094034,0.00019741339145121851,0.40265637810528815,0.40860050868383513,0.028924434534025843
CH,0.0834765529094034,0.0006735597113374341,0.4107505994063068,0.3702671925583993,0.02964659965368117
WHM,0.08323103363614044,0.0006522590277579492,0.408791032065341,0.3245206861755802,0.0204820197730646
HNL,0.08323103363614044,0.0006522590277579492,0.408791032065341,0.3245206861755802,0.0204820197730646
ABS,0.08310827399950896,0.0012185925009149654,0.41221665523907297,0.30235940814548146,0.020297209417458554
IAA,0.08298551436287749,0.0016892282862377363,0.417289227579293,0.34971570341332486,0.026838029143918085
ROZA,0.08298551436287749,0.0003534278872505843,0.38639315259318063,0.3591622990414038,0.022167768414269543
KJT,0.082862754726246,0.0008751170723676068,0.40247335247887667,0.2861210121986318,0.01823985964817209
TLY,0.08249447581635158,0.0005505786867238395,0.4206594372403799,0.3468627678778888,0.022026503252123117
KOO,0.08237171617972011,0.00026744151596233887,0.41900059830073916,0.40506720568660054,0.026475499629232815
SGG,0.08237171617972011,0.0003906774479772711,0.4178800408537891,0.41531249719904273,0.02664388460745714
SID,0.08237171617972011,0.0006352774529127869,0.4323444216081683,0.29398257051325133,0.026506771269593832
NIA,0.08212619690645716,0.0004198884749890918,0.4184285838320692,0.3780328341922888,0.02186139659515268
CGL,0.08212619690645716,0.002703789006864331,0.41858243403097795,0.27809063487697877,0.018442001938854334
KTV,0.08200343726982569,0.0009354909512197384,0.38774680707871534,0.3295027994102696,0.014664652128418316
PHD,0.08200343726982569,0.0002978708522651638,0.40722430267677234,0.38439222709121906,0.02585700602931484
MOT,0.0818806776331942,0.0009259234083970772,0.41189705789433806,0.30940062032939125,0.020219043633891102
VBL,0.08175791799656273,0.0011780071681055174,0.41917691752573555,0.3779767050366259,0.02208605674133406
SBI,0.08163515835993125,0.0013910466867120995,0.4474688291920803,0.3052927167545669,0.02961740435706783
MAN,0.08163515835993125,0.0005345750014255495,0.4352251435872068,0.30355130807654584,0.0284901114897278
BAY,0.08151239872329978,0.0016779712607683367,0.4119396422373615,0.26641690963433556,0.013860124001840857
HSR,0.08151239872329978,0.0016013865950222147,0.3857945574691014,0.23954485744755838,0.012809769662622003
HX,0.08138963908666831,0.0011901782689779342,0.39593443528999644,0.3286997718414734,0.01789920202026424
SOH,0.08138963908666831,0.0007062571298187677,0.45306568759348215,0.30340201311785414,0.028616339278765467
RKSN,0.08126687945003683,0.0005166204502882437,0.3998079660386192,0.3433067457539697,0.01875850908019987
HAN,0.08114411981340536,0.00031608473578904564,0.39021508075025746,0.3662929808029858,0.021134240666702848
SMBJ,0.08114411981340536,0.00036082171318418385,0.3955806591750686,0.3537061328554405,0.01911368350107971
YA,0.0808986005401424,0.0006553089597417626,0.39587542866774755,0.3399691444078886,0.018042412363238846
CDG,0.08053032163024798,0.0009874049163724834,0.4441270901789978,0.2873060834005515,0.024147213826649704
CRU,0.0804075619936165,9.92234952010971e-05,0.35802733305246465,0.3809204741551584,0.009057134825386271
COR,0.0804075619936165,0.001478644968895491,0.44410233944949606,0.2759540476459298,0.022216577066753753
LBG,0.0804075619936165,9.92234952010971e-05,0.35802733305246465,0.3809204741551584,0.009057134825386271
RRB,0.08028480235698503,0.0015015670821884111,0.41794579006040583,0.28861426084002206,0.017082930369325268
PVP,0.08028480235698503,0.00044623358649898684,0.4195300015310217,0.3833896158716758,0.021840060503150665
LMG,0.08028480235698503,0.0031506146140522456,0.43283756336330226,0.3007710384009211,0.01937092865068172
GDG,0.08016204272035354,0.0017229664156722024,0.4144462439713833,0.2714728645475847,0.01448772856835094
GDB,0.08016204272035354,0.0009130088927540048,0.410560143177834,0.3067406425968864,0.019250286106886824
MML,0.08003928308372207,0.001098418739954532,0.41410166176895435,0.335253899294922,0.020987320058029165
VPT,0.0799165234470906,0.0011348105130727087,0.4259432561377817,0.30663450456714514,0.018405392892945044
KSNG,0.0799165234470906,0.00048053614740153254,0.4256247598719093,0.3851127783957776,0.022733610587886633
CAP,0.0799165234470906,0.0005396183987404868,0.41948583350433,0.3497194623584214,0.02072588771291767
BRJN,0.07979376381045912,0.000357534372613203,0.41674366588650547,0.4042984706674884,0.023531466339313092
NKD,0.07967100417382765,3.828684905036224e-05,0.35267181709513884,0.5538395188921101,0.012382874341241443
NDB,0.07967100417382765,0.0006594752873175261,0.43634519953357925,0.3416815228017712,0.028710529046044778
PRG,0.07954824453719617,0.0006881702372116321,0.391230417746662,0.27489424093837134,0.018453897075126555
MNGD,0.07954824453719617,0.00047791113627273683,0.42557929928340493,0.3865982829214224,0.02260766034385198
MYS,0.0794254849005647,0.004425434071888968,0.4308950134682469,0.2716901252248212,0.02099009056308672
SPZ,0.07930272526393321,0.00037720534771487987,0.4057314993677388,0.3640388419001194,0.019807984528374113
BCA,0.07917996562730174,0.0002094891701946098,0.38676821874790124,0.3813886233617515,0.02004001158581251
MKN,0.07917996562730174,0.0012617100820206794,0.4400073093192953,0.3062423898437462,0.021105461485241894
WNG,0.07917996562730174,9.079267842138569e-05,0.35802733305246465,0.38486867628801985,0.009057134825386271
TIR,0.07917996562730174,0.000549018635678813,0.4163299921154463,0.349556749203022,0.019788749772717995
MAO,0.07905720599067027,0.0024669394609066007,0.4367278116447503,0.3645507332434524,0.023651627049201204
DWK,0.07905720599067027,0.0010086161371814144,0.4507592272799229,0.32526818916340555,0.024950235494248733
KMBL,0.07905720599067027,0.0010086161371814144,0.4507592272799229,0.32526818916340555,0.024950235494248733
SBG,0.07905720599067027,0.0003541805524068423,0.4086862084764223,0.4128474081284984,0.02210620145400308
OKHA,0.07905720599067027,0.0010086161371814144,0.4507592272799229,0.32526818916340555,0.024950235494248733
KRE,0.07905720599067027,0.00027819749877565223,0.4080583941359905,0.46532827176716796,0.028098754603957776
YP,0.07881168671740732,0.00012667860309876824,0.3789876054159774,0.547408811314841,0.014045912464690254
KRR,0.07881168671740732,0.001149459820268739,0.41807735056302175,0.30746909710658804,0.01925864300396229
STL,0.07881168671740732,0.00013198203411354497,0.41518038861528384,0.46002321185469575,0.030739507106839533
BP,0.07881168671740732,0.00283020091471749,0.3686096664545889,0.2179418129828925,0.007428324310971127
YNK,0.07868892708077584,0.0011894760148505768,0.42862372951171246,0.30480356593613145,0.021007381160222258
VTM,0.07868892708077584,6.454912075025609e-05,0.3648295737344576,0.4646042472938727,0.011718267290471597
BNT,0.07868892708077584,0.00024483766462745667,0.4058968257057891,0.395143856615046,0.024595673102378784
SRTL,0.07856616744414437,0.00040521351327403165,0.42406196142410374,0.38929164592645893,0.024953524664662212
JMKT,0.0784434078075129,0.00035452503716996075,0.3966044084547732,0.41283474255894287,0.020805010999168795
AUBR,0.07832064817088141,0.00034971887242864777,0.42208540143441514,0.39028866183910327,0.026303261130431084
BYL,0.07832064817088141,0.00037956233715282113,0.4030433127190855,0.36332028905719144,0.019622243108566157
HRS,0.07819788853424994,0.0005185894581933312,0.4004106310462143,0.3342803407236397,0.023504875556061688
BCY,0.07807512889761846,0.000552108625517726,0.41365026623834716,0.3155281672571229,0.023549466695572095
BTP,0.07807512889761846,0.00023082919980177581,0.4087281314603148,0.40705460859845916,0.02872142591601565
UJA,0.07795236926098699,0.0005111962567678477,0.42908531009486095,0.30802170354834996,0.025683712767035124
SKP,0.07795236926098699,0.00011125504228065866,0.3562985057266278,0.3507001074028402,0.0065941946674947195
DYD,0.07795236926098699,0.00017301321539433165,0.4032880758644614,0.39363118870125513,0.025583182824997015
BSX,0.07795236926098699,0.00036620099777559393,0.3853654615349755,0.3413252354510998,0.014347485947812098
BGKT,0.07782960962435552,0.0018598503328135028,0.4333082692122102,0.2514867050397292,0.018592235428658236
GLA,0.07782960962435552,3.3081559387645726e-05,0.35243785675475464,0.5647042278987072,0.012170612377588772
GJUT,0.07770684998772404,0.0005850091252469699,0.3901959741018341,0.3255934654552967,0.01895892431162588
KSRA,0.07770684998772404,0.00034958447514022264,0.3918845526964228,0.358727073114229,0.015363258302948336
KKP,0.07770684998772404,0.0005850091252469699,0.3901959741018341,0.3255934654552967,0.01895892431162588
GHR,0.07770684998772404,0.00015409769332783358,0.41358586148441756,0.4396990367564082,0.029317442178389032
MDNR,0.07758409035109257,0.00029900123039469146,0.391230417746662,0.3452435104318292,0.02154925477643639
JWP,0.07758409035109257,0.00044937900308993176,0.3962100322717525,0.3229641611484608,0.019627033184147404
BHW,0.07758409035109257,0.0002867049806034959,0.40853954573371054,0.4234014052469292,0.021941896270524987
NGO,0.07758409035109257,0.0009273825105834947,0.43744702086412457,0.30220044079585895,0.021392148271064098
ACOI,0.07746133071446108,0.0004498302129019207,0.43061560461913745,0.3587803678368415,0.02661089669719677
VJA,0.07733857107782961,3.88796909291619e-05,0.35187761642079557,0.5379930320677466,0.011588594653190412
JKM,0.07721581144119813,9.826661124928751e-05,0.357689859467739,0.3751491783714312,0.008524489489620188
SGUJ,0.07721581144119813,0.003165932932393321,0.43326115256248343,0.24564170085941167,0.0181137980769343
ANB,0.07721581144119813,5.500459736991503e-05,0.3633822334282607,0.47354473062659097,0.011492184383102
DIG,0.07709305180456666,5.4850328639512486e-05,0.36336566408653315,0.4737083171275921,0.011476421324402488
SJL,0.07709305180456666,3.8626483363093806e-05,0.35178441615158074,0.5393884173994943,0.011447514897659536
MGC,0.07709305180456666,8.337838532638721e-05,0.35804341910777543,0.38971442314088495,0.009063071381403299
SINI,0.07709305180456666,0.00045707087024911736,0.3988275050839176,0.35771262978967416,0.01779018618615093
TEN,0.07709305180456666,0.004364834444856241,0.41687447055250876,0.30681602916254946,0.016573811299681496
BRR,0.07697029216793519,0.00026489731549112064,0.39962752013849645,0.3791129487903847,0.022466915161289073
TUNI,0.07697029216793519,0.00018045506672640562,0.39815000644925097,0.4069771025301242,0.018474620253385303
MLPR,0.0768475325313037,0.0001641622381138545,0.4032268572120507,0.40300118501726,0.025556581288603955
CMU,0.07672477289467224,0.00020262772751593572,0.4007126454006013,0.39827399100821664,0.016953486367490753
SVA,0.07672477289467224,0.00020262772751593572,0.4007126454006013,0.39827399100821664,0.016953486367490753
FTP,0.07672477289467224,0.0005280041030536792,0.41070826053093634,0.3812872843067316,0.025474451664987394
KHS,0.07660201325804075,0.00027369459463546527,0.4106236089597443,0.4160214289789081,0.021929890141790982
LD,0.07660201325804075,0.0011161896049188668,0.4201714847137909,0.3266261817465215,0.01639989434139025
GUNA,0.07660201325804075,0.0010167207181887735,0.4283933114225222,0.3340213670781039,0.02399597875459498
MNP,0.07647925362140928,0.00016157418041362265,0.41319985373233215,0.4556718405393034,0.028870130884960644
CLG,0.07635649398477781,0.00032244383344054786,0.40753668707588003,0.4244088939923796,0.021351398369933418
GVN,0.07623373434814633,0.00012098258893803007,0.3607828856882361,0.4883248730964467,0.013417788600249413
CVP,0.07623373434814633,0.0007067290911736216,0.4256020283636914,0.3301437786667225,0.018374405100966214
SRID,0.07611097471151486,0.00032712143360329345,0.4085604911090365,0.3733030611446019,0.021474963085829663
SBPD,0.07598821507488338,0.0003981658860409789,0.4209038387514793,0.4021451536393823,0.021412814321996074
VDD,0.07598821507488338,5.6020720001561656e-05,0.3634651028087461,0.47132561729208045,0.011616954761853482
NGN,0.0758654554382519,0.00027710445098647784,0.4073075583481604,0.3684115905245347,0.023092416586801355
CLE,0.0758654554382519,2.9948225664690946e-05,0.35231320478720357,0.5813004261438738,0.01187002859163093
GUU,0.0758654554382519,2.9948225664690946e-05,0.35231320478720357,0.5813004261438738,0.01187002859163093
TKJ,0.07574269580162042,0.000531277010468233,0.4075783745438706,0.25968589441089296,0.021832640352331054
CLJ,0.07574269580162042,0.0005773870966404851,0.40862334012315443,0.33545626166638387,0.01851973400748306
BUW,0.07574269580162042,0.0007793414213776382,0.3823149289523008,0.28635375232033944,0.015764594205956647
GWD,0.07561993616498895,0.0006068027386493117,0.40507153861036743,0.3099722785342208,0.01598728722039549
GAR,0.07561993616498895,0.0003260943764869045,0.4085186025058573,0.3744732375599465,0.021354250576496422
KY,0.07561993616498895,0.0003260943764869045,0.4085186025058573,0.3744732375599465,0.021354250576496422
DGA,0.075374416891726,0.00048384072222387606,0.4113867316649506,0.38381305947961364,0.023969186176062633
MET,0.075374416891726,0.00041422011315367087,0.4039012863193998,0.3995897798413744,0.021496193542757846
TNKU,0.075374416891726,0.00013381521075587908,0.3766232987892508,0.4518971278031228,0.015524802955013925
KMC,0.07525165725509453,0.0003104189862075635,0.39273433438873184,0.3610133235874256,0.017844474265527932
KKN,0.07512889761846304,0.0001834600761742688,0.3924635498193429,0.4387086165905624,0.020602041727976826
UCA,0.0748833783452001,0.0004270229408622959,0.39426936369887977,0.3681352970544184,0.019737092133450686
BPF,0.07476061870856862,0.00018158776823410506,0.39327702606138076,0.4429435560709755,0.02102198561401137
UMR,0.07476061870856862,0.00032153550803062605,0.40441372134391057,0.36335787650717233,0.0213433138564193
TNR,0.07476061870856862,5.057121907410428e-05,0.3633159651263681,0.4749638024320411,0.011325223738315848
PKW,0.07463785907193715,0.0003294737625075805,0.41479140011876736,0.30681712665840083,0.021864622934204738
ORAI,0.07463785907193715,0.00037392197408578695,0.4235886025132492,0.36604460081072515,0.025846253670500738
MW,0.07451509943530567,0.0001880825083999446,0.42567023017369576,0.4017952553964522,0.026957386796791875
TDO,0.0743923397986742,0.00048667438191185927,0.4279791825500407,0.409466423923745,0.027314996595740017
DQG,0.0743923397986742,0.0008541547944630115,0.4388442303585967,0.37819539774727207,0.02290682413763812
BAP,0.07426958016204273,0.0005710377903719148,0.43290810403529756,0.32926358193306293,0.0228966789063432
NPNR,0.07426958016204273,0.00017447350926983875,0.40063206370125976,0.44966592919133347,0.021191294661027184
NRKR,0.07426958016204273,0.0006496041259881653,0.42023795702587974,0.36474032460114675,0.02489628715650531
RPR,0.07414682052541124,0.00010395495699350178,0.4099898327458845,0.5105484297758562,0.030146170067669467
SKT,0.07414682052541124,0.0002880479503676733,0.4100531223156199,0.4249901718133143,0.021425416828289485
BNXR,0.07402406088877977,0.0023939992004032157,0.3724863222904439,0.23771165725967736,0.011366644846037855
APDJ,0.07402406088877977,0.0016062359469162868,0.44701701795488624,0.3285076218834718,0.02289516346846326
KNVT,0.07390130125214829,0.00025897603841014167,0.39563957795063837,0.42500557040998216,0.015132447304617562
ADB,0.07390130125214829,0.00025897603841014167,0.39563957795063837,0.42500557040998216,0.015132447304617562
BLZ,0.07390130125214829,0.00032933508375771516,0.4183846474028329,0.40714723584485063,0.02714583049692962
TU,0.07377854161551682,0.00026532992485165557,0.3941133718635884,0.35713247218028293,0.016197148706520236
ODG,0.07365578197888534,0.00022570549124404269,0.38389885244637045,0.3984107215985908,0.016902383494818454
AL,0.07365578197888534,0.0001191581265865019,0.3717565021030863,0.4553905430643343,0.015141004607335607
KAT,0.07365578197888534,0.000239963241695477,0.39393802852744864,0.35908124393377505,0.02137727122726941
BVRM,0.07365578197888534,0.00011367797961754571,0.3720341913670288,0.43562405028512474,0.015120661848616563
DDJ,0.07353302234225387,0.001040407794956993,0.35221977366107216,0.2066280424978464,0.006131135334807286
KWV,0.0734102627056224,0.0010209910802952836,0.3926375827296885,0.30935985357752144,0.014004399102574392
BYN,0.0734102627056224,0.00010238728696699138,0.40992656270996697,0.517375956623648,0.029937842675472455
GVG,0.0734102627056224,8.61745763260813e-05,0.40908482438818056,0.5106133007986805,0.03096224892162427
BKL,0.07328750306899091,2.0135126895731525e-05,0.3517688875731331,0.6002714634657781,0.011227378700601512
TKD,0.07328750306899091,0.00020399284701818487,0.41136549551320245,0.40810561153362274,0.025259172818318073
PARD,0.07316474343235944,6.495257303382658e-05,0.35804341910777543,0.40541154941264057,0.009063071381403299
BRKA,0.07316474343235944,0.0017157077731300777,0.4074325057048805,0.29177306981373524,0.01630874310937485
KI,0.07316474343235944,2.0008361325738256e-05,0.3517688875731331,0.6015819581707968,0.011227378700601512
SNF,0.07304198379572796,8.645691951901253e-05,0.34242748277250595,0.3474872422249786,0.004037235588468288
GGN,0.07291922415909649,0.0007054657981238732,0.40600022310381895,0.3038220389933866,0.019695075083929377
PMY,0.07291922415909649,0.000535050754856968,0.41070826053093634,0.30353513668241017,0.01664752003045231
DEC,0.07291922415909649,0.0007054657981238732,0.40600022310381895,0.3038220389933866,0.019695075083929377
JAA,0.07279646452246502,0.0005632888150895719,0.39904718973869596,0.31589114108973043,0.018934621796326503
PAY,0.07279646452246502,0.0003970941147645678,0.4095473521986719,0.36821438214899205,0.017761944112228766
KP,0.07279646452246502,0.0007455278771325047,0.4039012863193998,0.3956233985591341,0.01845447852005714
JER,0.07255094524920207,0.0005588222196678819,0.41522365459992483,0.35023745206129214,0.0204961076069925
HYT,0.07255094524920207,0.0003563897522049364,0.3887682885687266,0.4008867525075487,0.020188774631472162
SCI,0.07242818561257058,0.00026299969713386244,0.38703119859552004,0.3933659121294546,0.017225754790891296
NOK,0.07230542597593911,0.0007338538400984268,0.42936273594190505,0.31647165712488573,0.020238699364564225
ATL,0.07230542597593911,0.00016829164866275582,0.39739552082390456,0.4424869983518627,0.021946094859118904
NNO,0.07205990670267616,0.0003179409071162855,0.40877006304599933,0.39117893638351636,0.02456577298854659
DRD,0.07205990670267616,0.0005760167190484055,0.3867119124123724,0.35747874523600115,0.016327783023154886
THB,0.07205990670267616,0.00027639859810893485,0.4219289659068014,0.4015819798486598,0.025965330144904666
RV,0.07205990670267616,0.0001488233609175318,0.3921159464194144,0.44848984042490825,0.01944602970764156
SRT,0.07205990670267616,0.0006760753639852154,0.42437812222184246,0.3350581047644734,0.017441701456136292
TBN,0.07205990670267616,0.00015637088379748628,0.3911344055699302,0.44985432311543355,0.019145754905595173
CU,0.07193714706604469,4.52230795491892e-05,0.35449165387374365,0.5222667897829194,0.011752419711225953
PSDA,0.07193714706604469,4.52230795491892e-05,0.35449165387374365,0.5222667897829194,0.011752419711225953
KQD,0.07169162779278174,0.00010182336525791333,0.34494729370105437,0.39802853590669585,0.005322826087321314
PFM,0.07169162779278174,0.0004848792013568363,0.3867306793692011,0.28432284476885067,0.016153448690629225
BPRD,0.07144610851951878,0.0009096117083411991,0.44237661702463404,0.3587805838214418,0.019921587031271823
BMF,0.07144610851951878,0.00035446723049527637,0.39807045202466446,0.3678832464915523,0.01634768090929162
BV,0.07120058924625583,0.00022796546834771923,0.41211006769828606,0.4124918926709746,0.023441123379630863
NHH,0.07120058924625583,0.00026876595165681403,0.41600398721454157,0.4863789510350916,0.03061213021947886
DUA,0.07120058924625583,0.00014098533071974087,0.4019050019710388,0.4716992463141459,0.021237648149224294
DWP,0.07107782960962436,0.0001475597340145368,0.3879355651388257,0.4476551369083965,0.01543606086624939
SPT,0.07107782960962436,0.00035247051781344183,0.405710843044586,0.36349470435406384,0.01675980789609657
BGM,0.07095506997299288,0.0009192174582175148,0.41223797936380724,0.3398063243975612,0.016231469991106733
KSF,0.07095506997299288,0.00015814762736544768,0.4009949368027856,0.4356599084527056,0.026608592715713045
HGT,0.0708323103363614,0.0003582298623534109,0.4237688050561956,0.44763086971300925,0.026464022327363987
RYP,0.0708323103363614,1.740572206421329e-05,0.3516447082817826,0.6229843481638375,0.010926794914643672
GADJ,0.0708323103363614,0.0004960791171367392,0.4058348125423588,0.3121566746990877,0.01973509072804828
SLW,0.07070955069972992,0.00012486688260147282,0.40265637810528815,0.4358761191302759,0.02471139815008267
UHP,0.07070955069972992,0.00022437080151040546,0.4304992911826351,0.44765791557531825,0.02879213872460673
CSA,0.07070955069972992,0.00010949361278671445,0.4084139185671257,0.5092966461427901,0.028572520860379962
EKMA,0.07070955069972992,0.0004963239929587973,0.42008288766904367,0.36762583795566217,0.022790538819129225
GNG,0.07070955069972992,0.00024402043710370838,0.41733293422790035,0.40136017145222963,0.023538894659447012
JLL,0.07058679106309845,0.00017139969204607412,0.40566953670748107,0.44318070728548037,0.028859997029698065
SNT,0.07058679106309845,0.00026207307586494164,0.3827924094092496,0.42573848946586723,0.01574742112127389
CAER,0.0703412717898355,0.00014484410027162638,0.39111520878928874,0.45904332896412947,0.019352074863040778
SVDK,0.07021851215320403,0.00024572323868675004,0.4345843038164235,0.4486005843510059,0.02896437427281482
GNN,0.07009575251657255,1.7016545129536344e-05,0.3516447082817826,0.6275333126743105,0.010926794914643672
MAQ,0.07009575251657255,0.0012400289564411283,0.4033901482704003,0.34296490977951616,0.01691503743130254
PPY,0.07009575251657255,1.7016545129536344e-05,0.3516447082817826,0.6275333126743105,0.010926794914643672
TRO,0.07009575251657255,0.00027944774760371775,0.40367622608184783,0.4236133495326176,0.01844347666225802
CHJ,0.07009575251657255,0.0001283529871095976,0.40294141573958425,0.4758706405980734,0.025331374239903517
CKN,0.07009575251657255,1.7016545129536344e-05,0.3516447082817826,0.6275333126743105,0.010926794914643672
BDJ,0.06997299287994108,0.0003674075412221239,0.40780780815115697,0.3748724775436065,0.017022122920265715
ANV,0.06997299287994108,0.00012548810943196798,0.39013866538146275,0.43191196273921156,0.016141649574197052
ULB,0.06997299287994108,0.0003686388275438963,0.3829763734660591,0.3142628743483508,0.011319190901628407
JCL,0.0698502332433096,0.0003796509492119775,0.39421085229194947,0.3258080218676086,0.012705411840211511
SGL,0.06972747360667812,0.0004340643008416498,0.4213712129379102,0.4181262920503665,0.024264870856680686
RJP,0.06972747360667812,0.00022385852426865207,0.3856265366117473,0.36893666065343755,0.015183112297410085
URI,0.06972747360667812,0.0005596127022556214,0.39130726143293676,0.3015887932438697,0.01448110158312873
CNI,0.06960471397004665,0.0006252946263826196,0.3929086075871096,0.3309965419679346,0.0179362904535026
DAB,0.06960471397004665,0.0002602740463280092,0.3790957794149545,0.360890367035924,0.011815090621199556
JNA,0.06960471397004665,0.00044547772864828413,0.3925215436450477,0.3945914519170333,0.018863066581194885
UDN,0.06948195433341517,0.0007687199082531325,0.41223797936380724,0.3137113870381587,0.02090505493115678
GCT,0.06923643506015223,0.000643951963760944,0.4334025332616391,0.3581799811910632,0.02484065760247992
BNDM,0.06923643506015223,0.0006534217698594241,0.3818752338068698,0.38018927845528455,0.013469386650806962
PHK,0.06911367542352075,0.00011880750859178052,0.39976785286855415,0.47284785103940824,0.022120479260915503
MKB,0.06911367542352075,0.0001163521499734362,0.38818122553859213,0.47593934137693544,0.018556911820169667
KZE,0.06899091578688928,0.0003605564283593587,0.40803750020899937,0.3834151461430647,0.017094064992928187
BLGR,0.06899091578688928,0.0002735706738869194,0.411450453277662,0.40658223343479727,0.01945984527591835
BRGA,0.06899091578688928,0.0002735706738869194,0.411450453277662,0.40658223343479727,0.01945984527591835
BUP,0.06899091578688928,0.00026258920909232936,0.41128057282626745,0.4616068857389691,0.02258940520261772
BQA,0.06899091578688928,0.006578051394681334,0.4310115408665562,0.3257800249607987,0.019079593732634032
VVM,0.06874539651362632,5.755397271969819e-05,0.3698413876215602,0.4601015012655456,0.014343062624693327
NS,0.06874539651362632,5.755397271969819e-05,0.3698413876215602,0.4601015012655456,0.014343062624693327
PKO,0.06874539651362632,5.755397271969819e-05,0.3698413876215602,0.4601015012655456,0.014343062624693327
SGP,0.06862263687699484,0.00021666439564576147,0.39391855556508937,0.38328933762371786,0.01759781975607405
BMO,0.06862263687699484,0.00018560634140489987,0.3799996365972895,0.33122190965822745,0.01188432445706706
MDN,0.06862263687699484,0.0007291244917680218,0.43091831390697877,0.3379526295699655,0.0189993683145972
YLM,0.06849987724036337,0.00012462844926369311,0.3907891515830599,0.44050681054877616,0.016396812108925258
